cyclist_id,full_name,date_of_birth,nation,pcs_weight,pcs_height,pcs_link,cyclist_name_pcs
14476,Leonidas Sebastián Novoa,1992-11-06,Ecuador,,,https://www.procyclingstats.com/rider/leonidas-sebastian-novoa,NOVOA Leonidas Sebastián
14477,José Alarcon,1988-06-12,Venezuela,,,https://www.procyclingstats.com/rider/jose-alarcon,ALARCON José
14478,Ramón Carretero,1990-11-26,Panama,62.0,1.76,https://www.procyclingstats.com/rider/ramon-carretero,CARRETERO Ramón
14479,Luis Fernando Macias,1982-05-14,Mexico,,,https://www.procyclingstats.com/rider/luis-fernando-macias,MACIAS Luis Fernando
14480,Ricardo Giraldo,1984-09-29,Colombia,,,https://www.procyclingstats.com/rider/ricardo-giraldo,GIRALDO Ricardo
14481,Fernando Ureña,1983-02-20,Panama,,,https://www.procyclingstats.com/rider/fernando-urena,UREÑA Fernando
14482,Bartosz Banach,1986-07-01,Poland,,,https://www.procyclingstats.com/rider/bartosz-banach,BANACH Bartosz
14483,Michał Kowalczyk,1993-11-08,Poland,,,https://www.procyclingstats.com/rider/micha-kowalczyk,KOWALCZYK Michał
14484,Łukasz Osiecki,1990-04-05,Poland,,,https://www.procyclingstats.com/rider/lukasz-osiecki,OSIECKI Łukasz
14485,Piotr Osiński,1986-12-09,Poland,,,https://www.procyclingstats.com/rider/piotr-osinski,OSIŃSKI Piotr
14486,Wojciech Dybel,1982-06-03,Poland,,,https://www.procyclingstats.com/rider/wojciech-dybel,DYBEL Wojciech
14487,Krzysztof Kuźniak,1984-07-22,Poland,,,https://www.procyclingstats.com/rider/krzysztof-kuzniak,KUŹNIAK Krzysztof
14488,Bart Duray,1976-01-10,Australia,,,https://www.procyclingstats.com/rider/bart-duray,DURAY Bart
14489,Sebastian Wolski,1976-07-15,Poland,,,https://www.procyclingstats.com/rider/sebastian-wolski,WOLSKI Sebastian
14490,Alexander Charapov,1971-05-31,Belarus,,,https://www.procyclingstats.com/rider/alexander-charapov,CHARAPOV Alexander
14491,Osamu Kurimura,1971-12-30,Japan,,,https://www.procyclingstats.com/rider/osamu-kurimura,KURIMURA Osamu
14492,Bernard Bocian,1974-01-26,Poland,,,https://www.procyclingstats.com/rider/bernard-bocian,BOCIAN Bernard
14493,Viacheslav German,1972-07-17,Belarus,,,https://www.procyclingstats.com/rider/viacheslav-german,GERMAN Viacheslav
14494,Robert Duda,,Poland,,,https://www.procyclingstats.com/rider/robert-duda,DUDA Robert
14495,Robert Krzyżostaniak,1968-07-09,Poland,,,https://www.procyclingstats.com/rider/robert-krzyzostaniak,KRZYŻOSTANIAK Robert
14496,Grzegorz Piwowarski,1971-12-04,Poland,,,https://www.procyclingstats.com/rider/grzegorz-piwowarski,PIWOWARSKI Grzegorz
14497,Nic Dougall,1992-11-21,South Africa,72.0,1.9,https://www.procyclingstats.com/rider/nick-dougall,DOUGALL Nic
14498,Dawit Araya Haile,1987-06-10,Eritrea,,,https://www.procyclingstats.com/rider/dawit-araya-haile,HAILE Dawit Araya
14499,Bonaventure Uwizeyimana,1993-01-04,Rwanda,,,https://www.procyclingstats.com/rider/bonaventure-uwizeyimana,UWIZEYIMANA Bonaventure
14500,Jean-francois Anti,1971-02-13,France,,,https://www.procyclingstats.com/rider/jean-francois-anti,ANTI Jean-francois
14501,Fabrice Blevin,1970-04-15,France,,,https://www.procyclingstats.com/rider/fabrice-blevin,BLEVIN Fabrice
14502,Blaise Chauviere,1971-01-16,France,,,https://www.procyclingstats.com/rider/blaise-chauviere,CHAUVIERE Blaise
14503,Franck Laurance,1970-04-18,France,,,https://www.procyclingstats.com/rider/franck-laurance,LAURANCE Franck
14504,Didier Sanlaville,1972-12-21,France,,,https://www.procyclingstats.com/rider/didier-sanlaville,SANLAVILLE Didier
14505,Tobias Edelbauer,1998-07-11,Austria,,,https://www.procyclingstats.com/rider/tobias-edelbauer,EDELBAUER Tobias
14506,Gerd Fidler,1996-09-13,Austria,,,https://www.procyclingstats.com/rider/gerd-fidler,FIDLER Gerd
14507,Julian Gruber,1997-10-04,Austria,,,https://www.procyclingstats.com/rider/julian-gruber,GRUBER Julian
14508,Stefan Mastaller,1995-04-07,Austria,,,https://www.procyclingstats.com/rider/stefan-mastaller,MASTALLER Stefan
14509,Elias Tranninger,1995-08-17,Austria,,,https://www.procyclingstats.com/rider/elias-tranninger,TRANNINGER Elias
14510,Andreas Umhaller,1992-02-20,Austria,,,https://www.procyclingstats.com/rider/andreas-umhaller,UMHALLER Andreas
14511,Thomas Umhaller,1995-07-06,Austria,64.0,1.79,https://www.procyclingstats.com/rider/thomas-umhaller,UMHALLER Thomas
14512,Dejan Bajt,1987-10-28,Slovenia,,,https://www.procyclingstats.com/rider/dejan-bajt,BAJT Dejan
14513,Thomas Gruber,1996-03-23,Austria,,,https://www.procyclingstats.com/rider/thomas-gruber,GRUBER Thomas
14514,Mario Schoibl,1990-06-25,Austria,,,https://www.procyclingstats.com/rider/mario-schoibl,SCHOIBL Mario
14515,Dennis Paulus,1994-09-22,Austria,,,https://www.procyclingstats.com/rider/dennis-paulus,PAULUS Dennis
14516,Paul Redtenbacher,1995-06-15,Austria,,,https://www.procyclingstats.com/rider/paul-redtenbacher,REDTENBACHER Paul
14517,Michael Gaubitzer,1983-10-02,Austria,,,https://www.procyclingstats.com/rider/michael-gaubitzer,GAUBITZER Michael
14518,Stephan Rabitsch,1991-06-28,Austria,69.0,1.79,https://www.procyclingstats.com/rider/stephan-rabitsch,RABITSCH Stephan
14519,Lukas Strutzenberger,1994-02-04,Austria,,,https://www.procyclingstats.com/rider/lukas-strutzenberger,STRUTZENBERGER Lukas
14520,Marko Stanković,1988-07-08,Serbia,,,https://www.procyclingstats.com/rider/marko-stankovic,STANKOVIĆ Marko
14521,Nikita Zharoven,1992-11-14,Belarus,,,https://www.procyclingstats.com/rider/nikita-zharoven,ZHAROVEN Nikita
14522,Alfredo Balloni,1989-09-20,Italy,72.0,1.86,https://www.procyclingstats.com/rider/alfredo-balloni,BALLONI Alfredo
14523,Matteo Belli,1988-06-17,Italy,,,https://www.procyclingstats.com/rider/matteo-belli,BELLI Matteo
14524,Francesco Bonistalli,1992-08-25,Italy,,,https://www.procyclingstats.com/rider/francesco-bonistalli,BONISTALLI Francesco
14525,Alfonso Fiorenza,1991-02-27,Italy,,,https://www.procyclingstats.com/rider/alfonso-fiorenza,FIORENZA Alfonso
14526,Giacomo Forconi,1993-04-24,Italy,,,https://www.procyclingstats.com/rider/giacomo-forconi,FORCONI Giacomo
14527,Matteo Gozzi,1987-12-11,Italy,,,https://www.procyclingstats.com/rider/matteo-gozzi,GOZZI Matteo
14528,Antonio Merolese,1992-07-07,Italy,,,https://www.procyclingstats.com/rider/antonio-merolese,MEROLESE Antonio
14529,Lorenzo Nardi,1993-08-19,Italy,,,https://www.procyclingstats.com/rider/lorenzo-nardi,NARDI Lorenzo
14530,Alex Paoli,1993-07-09,Italy,,,https://www.procyclingstats.com/rider/alex-paoli,PAOLI Alex
14531,Loris Paoli,1991-03-04,Italy,,,https://www.procyclingstats.com/rider/loris-paoli,PAOLI Loris
14532,Andrea Sannino,1994-05-27,Italy,,,https://www.procyclingstats.com/rider/andrea-sannino,SANNINO Andrea
14533,Lorenzo Trabucco,1994-03-26,Italy,,,https://www.procyclingstats.com/rider/lorenzo-trabucco,TRABUCCO Lorenzo
14534,Andrea Fedi,1991-05-29,Italy,70.0,1.84,https://www.procyclingstats.com/rider/andrea-fedi,FEDI Andrea
14535,Ilya Gorodnichev,1987-03-09,Russia,,,https://www.procyclingstats.com/rider/ilya-gorodnichev,GORODNICHEV Ilya
14536,Amer Abdullah,1993-09-15,United Arab Emirates,,,https://www.procyclingstats.com/rider/abdulla-ammar,ABDULLAH Amer
14537,Essaïd Abelouache,1988-07-20,Morocco,,,https://www.procyclingstats.com/rider/essaid-abelouache,ABELOUACHE Essaïd
14538,Talal Al Balooshi,1996-06-07,United Arab Emirates,,,https://www.procyclingstats.com/rider/talal-al-balooshi,AL BALOOSHI Talal
14539,Ahmed Al Mansoori,1990-01-08,United Arab Emirates,,,https://www.procyclingstats.com/rider/ahmed-al-mansoori,AL MANSOORI Ahmed
14540,Jaber Al Mansoori,1991-11-09,United Arab Emirates,,,https://www.procyclingstats.com/rider/jaber-al-mansoori,AL MANSOORI Jaber
14541,Majed Albalooshi,1987-05-31,United Arab Emirates,,,https://www.procyclingstats.com/rider/majed-albalooshi,ALBALOOSHI Majed
14542,Ali Alhassani,1986-08-08,United Arab Emirates,,,https://www.procyclingstats.com/rider/ali-alhassani,ALHASSANI Ali
14543,Nasser Almemari,1987-02-25,United Arab Emirates,,,https://www.procyclingstats.com/rider/nasser-almemari,ALMEMARI Nasser
14544,Adil Barbari,1993-05-27,Algeria,,,https://www.procyclingstats.com/rider/adil-barbari,BARBARI Adil
14545,Sodir Shir Mohamad Khayyam,1994-12-25,United Arab Emirates,,,https://www.procyclingstats.com/rider/sodir-shir-mohamad-khayyam,KHAYYAM Sodir Shir Mohamad
14546,Brendon Vesty,1972-12-16,New Zealand,,,https://www.procyclingstats.com/rider/brendon-vesty,VESTY Brendon
14547,John Hamblen,1975-11-26,United States,135.0,,https://www.procyclingstats.com/rider/john-hamblen,HAMBLEN John
14548,Paul Martin,1972-09-28,United States,,,https://www.procyclingstats.com/rider/paul-martin,MARTIN Paul
14549,Philip Cable,1968-10-31,United States,,,https://www.procyclingstats.com/rider/philip-cable,CABLE Philip
14550,Brian Dykes,1970-09-06,United States,,,https://www.procyclingstats.com/rider/brian-dykes,DYKES Brian
14551,Tom Armstrong,1966-12-17,United States,,,https://www.procyclingstats.com/rider/tom-armstrong,ARMSTRONG Tom
14552,Allan Hunter,1969-04-04,United States,,,https://www.procyclingstats.com/rider/allan-hunter,HUNTER Allan
14553,Frederick Norton,1968-12-08,United States,,,https://www.procyclingstats.com/rider/frederick-norton,NORTON Frederick
14554,John Seaman,1969-10-14,United States,,,https://www.procyclingstats.com/rider/john-seaman,SEAMAN John
14555,William Elliston,1969-10-14,United States,,,https://www.procyclingstats.com/rider/william-elliston,ELLISTON William
14556,Rodney Myers,1964-02-07,United States,,,https://www.procyclingstats.com/rider/rodney-myers,MYERS Rodney
14557,Iven Bennett,1997-04-06,Australia,,,https://www.procyclingstats.com/rider/iven-bennett,BENNETT Iven
14558,Aidan Buttigieg,1997-07-18,Australia,,,https://www.procyclingstats.com/rider/aidan-buttigieg,BUTTIGIEG Aidan
14559,Ben Carman,1995-06-22,Australia,66.0,1.84,https://www.procyclingstats.com/rider/ben-carman,CARMAN Ben
14560,Jesse Coyle,1994-07-12,Australia,74.0,1.89,https://www.procyclingstats.com/rider/jesse-coyle,COYLE Jesse
14561,Jonathan Farley,2002-05-17,Australia,,,https://www.procyclingstats.com/rider/jonathan-farley,FARLEY Jonathan
14562,Samuel Hill,1995-08-24,Australia,,,https://www.procyclingstats.com/rider/samuel-hill,HILL Samuel
14563,Dylan McKenna,1998-06-18,Australia,,,https://www.procyclingstats.com/rider/dylan-mckenna,MCKENNA Dylan
14564,Christopher Miller,1981-06-25,Australia,,,https://www.procyclingstats.com/rider/christopher-miller,MILLER Christopher
14565,Leigh Phillips,1997-11-12,Australia,,,https://www.procyclingstats.com/rider/leigh-phillips,PHILLIPS Leigh
14566,Cooper Sayers,1999-02-25,Australia,65.0,1.78,https://www.procyclingstats.com/rider/cooper-sayers,SAYERS Cooper
14567,Myles Stewart,1999-07-09,Australia,,,https://www.procyclingstats.com/rider/myles-stewart,STEWART Myles
14568,Leo Yip,1998-06-02,Hongkong,,,https://www.procyclingstats.com/rider/leo-yip,YIP Leo
14569,Bentley Niquet-Olden,1998-11-09,Australia,75.0,1.89,https://www.procyclingstats.com/rider/bentley-niquet-olden,NIQUET-OLDEN Bentley
14570,Dodo Choummaly,1997-04-05,Laos,,,https://www.procyclingstats.com/rider/dodo-choummaly,CHOUMMALY Dodo
14571,Hari Fitrianto,1985-06-20,Indonesia,,,https://www.procyclingstats.com/rider/hari-fitrianto,FITRIANTO Hari
14572,Logan Griffin,1995-05-19,New Zealand,,,https://www.procyclingstats.com/rider/logan-griffin,GRIFFIN Logan
14573,Robert Müller,1986-08-08,Germany,,,https://www.procyclingstats.com/rider/robert-muller,MÜLLER Robert
14574,Lex Nederlof,1966-06-10,Netherlands,,,https://www.procyclingstats.com/rider/lex-nederlof,NEDERLOF Lex
14575,Stephen Ong,1975-06-09,Malaysia,,,https://www.procyclingstats.com/rider/stephen-ong,ONG Stephen
14576,Thavone Phonasa,1994-01-12,Laos,65.0,1.72,https://www.procyclingstats.com/rider/thavone-phonasa,PHONASA Thavone
14577,Soutisack Vandila,1996-08-08,Laos,,,https://www.procyclingstats.com/rider/vandila-soutisack,VANDILA Soutisack
14578,Souliyavong Khamviseth,1996-04-03,Laos,,,https://www.procyclingstats.com/rider/souliyavong-khamviseth,KHAMVISETH Souliyavong
14579,Ben Marshall,1993-05-17,Australia,,,https://www.procyclingstats.com/rider/ben-marshall,MARSHALL Ben
14580,Fazlan Adhili Mustafa,1990-09-01,Malaysia,,,https://www.procyclingstats.com/rider/fazlan-adhili-mustafa-kamar,MUSTAFA Fazlan Adhili
14581,Soukpasong Phitsalath,1997-04-13,Laos,,,https://www.procyclingstats.com/rider/soukpasong-phitsalath,PHITSALATH Soukpasong
14582,Rien Schuurhuis,1982-08-12,Netherlands,,,https://www.procyclingstats.com/rider/rien-schuurhuis,SCHUURHUIS Rien
14583,Bambang Suryadi,1990-04-08,Indonesia,,,https://www.procyclingstats.com/rider/bambang-suryadi,SURYADI Bambang
14584,Quenheuan Thepvongonsa,1990-10-22,Laos,,,https://www.procyclingstats.com/rider/quenheuan-thepvongonsa,THEPVONGONSA Quenheuan
14585,Projo Waseso,1987-09-25,Indonesia,,,https://www.procyclingstats.com/rider/projo-waseso,WASESO Projo
14586,Rob Gitelis,1967-10-23,United States,,,https://www.procyclingstats.com/rider/rob-gitelis,GITELIS Rob
14587,Jules Goguely,1993-08-31,United States,,,https://www.procyclingstats.com/rider/jules-goguely,GOGUELY Jules
14588,Jos Koop,1988-08-16,Netherlands,,,https://www.procyclingstats.com/rider/jos-koop,KOOP Jos
14589,Ariya Phounsavath,1991-03-02,Laos,67.0,1.82,https://www.procyclingstats.com/rider/ariya-phounsavath,PHOUNSAVATH Ariya
14590,Roman Van Uden,1988-10-29,New Zealand,,,https://www.procyclingstats.com/rider/roman-van-uden,VAN UDEN Roman
14591,Ahmad Radhey Hj Johor,1991-03-26,Brunei,,,https://www.procyclingstats.com/rider/hj-johor,HJ JOHOR Ahmad Radhey
14592,Jaeyeon Im,1991-09-06,South Korea,,,https://www.procyclingstats.com/rider/jae-yeon-im,IM Jaeyeon
14593,Mohammad Nazri Mastani,1994-12-28,Brunei,,,https://www.procyclingstats.com/rider/mohammad-nazri-mastani,MASTANI Mohammad Nazri
14594,Muhammad Syazwi Azhar Muhammad,1992-09-19,Brunei,,,https://www.procyclingstats.com/rider/muhammad-syazwi-azhar-muhammad,MUHAMMAD Muhammad Syazwi Azhar
14595,Azmi Abdel Hadzid,1991-09-12,Brunei,,,https://www.procyclingstats.com/rider/azmi-abdel-hadzid,ABDEL HADZID Azmi
14596,Mohammad Nurhaimin Awang,1989-08-09,Brunei,,,https://www.procyclingstats.com/rider/mohammad-nurhaimin-awang,AWANG Mohammad Nurhaimin
14597,Muradjan Halmuratov,1982-06-11,Uzbekistan,68.0,1.85,https://www.procyclingstats.com/rider/muradjan-halmuratov,HALMURATOV Muradjan
14598,Caleb Jones,1988-09-25,Australia,,,https://www.procyclingstats.com/rider/caleb-jones,JONES Caleb
14599,Mohamad Azizi Kamal,1988-03-05,Brunei,,,https://www.procyclingstats.com/rider/mohamad-azizi-kamal,KAMAL Mohamad Azizi
14600,Kisuk Lee,1988-09-28,South Korea,,,https://www.procyclingstats.com/rider/ki-seok-lee,LEE Kisuk
14601,Fito Prilanji,1992-04-05,Indonesia,,,https://www.procyclingstats.com/rider/fito-bakdo-prilanji,PRILANJI Fito
14602,Lee Rodgers,1972-05-16,Great Britain,,,https://www.procyclingstats.com/rider/lee-rodgers,RODGERS Lee
14603,Abdul Hafiz Surawadi,1991-09-01,Brunei,,,https://www.procyclingstats.com/rider/abdul-hafiz-surawadi,SURAWADI Abdul Hafiz
14604,Muhammad I Maadi Abd Aziz,1992-11-21,Brunei,,,https://www.procyclingstats.com/rider/muhammad-i-maadi-abd-aziz,ABD AZIZ Muhammad I Maadi
14605,Muhammad Raihaan Abd Aziz,1988-04-11,Brunei,,,https://www.procyclingstats.com/rider/muhammad-raihaan-abd-aziz,ABD AZIZ Muhammad Raihaan
14606,Ahmad Nurhaziqbru Ajab,1993-10-09,Brunei,,,https://www.procyclingstats.com/rider/ahmad-nurhaziqbru-ajab,AJAB Ahmad Nurhaziqbru
14607,Darren Benson,1974-05-06,Australia,,,https://www.procyclingstats.com/rider/darren-benson,BENSON Darren
14608,Ahmad Rifa Ie Johor,1992-09-28,Brunei,,,https://www.procyclingstats.com/rider/ahmad-rifa-ie-johor,JOHOR Ahmad Rifa Ie
14609,Sean Smith,1976-12-27,United States,,,https://www.procyclingstats.com/rider/sean-smith,SMITH Sean
14610,George Fowler,1992-09-29,Great Britain,,,https://www.procyclingstats.com/rider/george-fowler,FOWLER George
14611,Alex Harvey,1997-01-22,Great Britain,,,https://www.procyclingstats.com/rider/alex-harvey,HARVEY Alex
14612,Justin Hoy,1978-09-27,Great Britain,,,https://www.procyclingstats.com/rider/justin-hoy,HOY Justin
14613,James Lowsley-Williams,1992-01-12,Great Britain,,,https://www.procyclingstats.com/rider/james-lowsley-williams,LOWSLEY-WILLIAMS James
14614,Richard Mardle,1980-12-09,Great Britain,,,https://www.procyclingstats.com/rider/richard-mardle,MARDLE Richard
14615,Liam Stones,1989-07-23,Great Britain,,,https://www.procyclingstats.com/rider/liam-stones,STONES Liam
14616,Samuel Harrison,1992-06-24,Great Britain,,,https://www.procyclingstats.com/rider/samuel-harrison,HARRISON Samuel
14617,Zach May,1995-07-25,Great Britain,,,https://www.procyclingstats.com/rider/zach-may,MAY Zach
14618,Hugh Wilson,1987-04-18,Great Britain,,,https://www.procyclingstats.com/rider/hugh-wilson,WILSON Hugh
14619,Joe Wiltshire,1996-03-01,Great Britain,,,https://www.procyclingstats.com/rider/joe-wiltshire,WILTSHIRE Joe
14620,Ryan Bevis,1982-01-08,Great Britain,,,https://www.procyclingstats.com/rider/ryan-bevis,BEVIS Ryan
14621,Greg Mansell,1987-11-08,Great Britain,,,https://www.procyclingstats.com/rider/greg-mansell,MANSELL Greg
14622,Andriy Buchko,1984-06-03,Ukraine,,,https://www.procyclingstats.com/rider/andriy-buchko,BUCHKO Andriy
14623,Alessandro Colò,1986-05-16,Italy,,,https://www.procyclingstats.com/rider/alessandro-colo,COLÒ Alessandro
14624,Alberto Luca Lanzoni,1987-09-12,Italy,,,https://www.procyclingstats.com/rider/alberto-luca-lanzoni,LANZONI Alberto Luca
14625,Alessio Ricciardi,1983-05-05,Italy,,,https://www.procyclingstats.com/rider/alessio-ricciardi,RICCIARDI Alessio
14626,Daniele Bartolini,1984-04-01,Italy,,,https://www.procyclingstats.com/rider/daniele-bartolini,BARTOLINI Daniele
14627,Matteo Lasurdi,1983-03-02,Italy,,,https://www.procyclingstats.com/rider/matteo-lasurdi,LASURDI Matteo
14628,Renhao Hu,2001-06-04,China,,,https://www.procyclingstats.com/rider/renhao-hu,HU Renhao
14629,Junhua Jiang,2002-06-15,China,,,https://www.procyclingstats.com/rider/junhua-jiang,JIANG Junhua
14630,Jinsong Li,1997-04-26,China,,,https://www.procyclingstats.com/rider/jinsong-li,LI Jinsong
14631,Shan Li,1996-01-23,China,,,https://www.procyclingstats.com/rider/shan-li,LI Shan
14632,Zhi Chao Liu,1997-03-20,China,,,https://www.procyclingstats.com/rider/zhi-liu,LIU Zhi Chao
14633,Yinghao Ma,2002-02-21,China,,,https://www.procyclingstats.com/rider/yinghao-ma,MA Yinghao
14634,Feng Qiao,1991-05-07,China,,,https://www.procyclingstats.com/rider/feng-qiao,QIAO Feng
14635,Zhengshuai Sun,1996-12-22,China,,,https://www.procyclingstats.com/rider/zhengshuai-sun,SUN Zhengshuai
14636,Leping Wu,1998-02-08,China,,,https://www.procyclingstats.com/rider/leping-wu,WU Leping
14637,Changquan Xu,1997-01-16,China,,,https://www.procyclingstats.com/rider/changquan-xu,XU Changquan
14638,Liming You,1999-10-06,China,,,https://www.procyclingstats.com/rider/liming-you,YOU Liming
14639,Chunlong Zhang,1989-10-03,China,,,https://www.procyclingstats.com/rider/chunlong-zhang,ZHANG Chunlong
14640,Huanan Zhao,2001-10-25,China,,,https://www.procyclingstats.com/rider/huanan-zhao,ZHAO Huanan
14641,Daihou Li,1996-03-06,China,,,https://www.procyclingstats.com/rider/daihou-li,LI Daihou
14642,Altanzul Altansukh,1991-12-21,Mongolia,,,https://www.procyclingstats.com/rider/altanzul-altansukh,ALTANSUKH Altanzul
14643,Tim Ariesen,1994-03-20,Netherlands,70.0,1.82,https://www.procyclingstats.com/rider/tim-ariesen,ARIESEN Tim
14644,Enkhtaivan Bolor-erdene,1995-06-08,Mongolia,,,https://www.procyclingstats.com/rider/enkhtaivan-bolor-erdene,BOLOR-ERDENE Enkhtaivan
14645,Munkhtulga Erdenesuren,1992-11-14,Mongolia,,,https://www.procyclingstats.com/rider/munkhtulga-erdenesuren,ERDENESUREN Munkhtulga
14646,Peng Gao,1993-12-31,China,,,https://www.procyclingstats.com/rider/peng-gao,GAO Peng
14647,Daniel Fernando Balsero,1983-11-15,Colombia,,,https://www.procyclingstats.com/rider/daniel-balsero,BALSERO Daniel Fernando
14648,Wenqiang Bao,1993-06-18,China,,,https://www.procyclingstats.com/rider/wenqiang-bao,BAO Wenqiang
14649,Wang Han Peng,1992-09-17,China,,,https://www.procyclingstats.com/rider/hanpeng-wang,HAN PENG Wang
14650,Yi Fan Li,1997-06-24,China,,,https://www.procyclingstats.com/rider/yi-li,LI Yi Fan
14651,Shuo Liu,1997-11-26,China,,,https://www.procyclingstats.com/rider/shuo-liu,LIU Shuo
14652,Bai Ru Min,1996-05-28,China,,,https://www.procyclingstats.com/rider/bai-ru-min,MIN Bai Ru
14653,Jahir Perez,1986-11-08,Colombia,,,https://www.procyclingstats.com/rider/jahir-perez,PEREZ Jahir
14654,Qinglin Wang,1992-02-28,China,,,https://www.procyclingstats.com/rider/qinglin-wang,WANG Qinglin
14655,Ji Xu,1987-08-24,China,,,https://www.procyclingstats.com/rider/ji-xu,XU Ji
14656,Qifeng Yang,1993-07-12,China,,,https://www.procyclingstats.com/rider/qifeng-yang,YANG Qifeng
14657,Heng Zhang,1996-12-20,China,,,https://www.procyclingstats.com/rider/heng-zhang,ZHANG Heng
14658,Xuan Zhao,1992-05-09,China,,,https://www.procyclingstats.com/rider/xuan-zhao,ZHAO Xuan
14659,Maral-Erdene Batmunkh,1994-10-15,Mongolia,,,https://www.procyclingstats.com/rider/maral-erdene-batmunkh,BATMUNKH Maral-Erdene
14660,Kai Deng,1990-12-25,China,,,https://www.procyclingstats.com/rider/kai-deng,DENG Kai
14661,Zhi Long Duan,1995-10-20,China,,,https://www.procyclingstats.com/rider/zhi-long-duan,DUAN Zhi Long
14662,Zhiqiang Duan,1984-04-01,China,,,https://www.procyclingstats.com/rider/zhiqiang-duan,DUAN Zhiqiang
14663,Sen He,1995-10-09,China,,,https://www.procyclingstats.com/rider/sen-he,HE Sen
14664,Yangyang He,1993-04-29,China,,,https://www.procyclingstats.com/rider/yangyang-he,HE Yangyang
14665,Xue Sen Li,1996-12-24,China,,,https://www.procyclingstats.com/rider/xue-sen-li,LI Xue Sen
14666,Liang Zhang,1983-03-01,China,80.0,1.88,https://www.procyclingstats.com/rider/liang-zhang,ZHANG Liang
14667,Zhang Guofu,1992-03-08,China,,,https://www.procyclingstats.com/rider/zhang-guofu,GUOFU Zhang
14668,Zhong Sheng,1992-12-22,China,,,https://www.procyclingstats.com/rider/zhong-sheng,SHENG Zhong
14669,Tuulkhangai Tuguldur,1985-06-17,Mongolia,,,https://www.procyclingstats.com/rider/tuulkhangai-tuguldur,TUGULDUR Tuulkhangai
14670,Zhang Xiaowei,1993-01-06,China,,,https://www.procyclingstats.com/rider/zhang-xiaowei2,XIAOWEI Zhang
14671,Zhanlin Xu,1984-02-29,China,,,https://www.procyclingstats.com/rider/zhanlin-xu,XU Zhanlin
14672,Wu Xuan,1991-06-27,China,,,https://www.procyclingstats.com/rider/wu-xuan,XUAN Wu
14673,Zheng Xuedong,1988-12-22,China,,,https://www.procyclingstats.com/rider/zheng-xuedong,XUEDONG Zheng
14674,Xing Zenghui,1993-05-30,China,,,https://www.procyclingstats.com/rider/xing-zenghui,ZENGHUI Xing
14675,Ma Zicheng,1981-02-12,China,,,https://www.procyclingstats.com/rider/ma-zicheng,ZICHENG Ma
14676,Hayato Okamoto,1995-06-01,Japan,,,https://www.procyclingstats.com/rider/hayato-okamoto,OKAMOTO Hayato
14677,Kohei Uchima,1988-11-08,Japan,63.0,1.7,https://www.procyclingstats.com/rider/kohei-uchima,UCHIMA Kohei
14678,Julián David Arredondo,1988-07-30,Colombia,58.0,1.64,https://www.procyclingstats.com/rider/julian-david-arredondo,ARREDONDO Julián David
14679,David Gaona,1997-03-02,Mexico,,,https://www.procyclingstats.com/rider/david-gaona,GAONA David
14680,Manabu Ishibashi,1992-11-30,Japan,68.0,1.77,https://www.procyclingstats.com/rider/manabu-ishibashi,ISHIBASHI Manabu
14681,Antonio Viola,1990-09-21,Italy,69.0,1.71,https://www.procyclingstats.com/rider/antonio-viola,VIOLA Antonio
14682,Shiki Kuroeda,1992-01-08,Japan,,,https://www.procyclingstats.com/rider/shiki-kuroeda,KUROEDA Shiki
14683,Mattia Pozzo,1989-01-26,Italy,68.0,1.72,https://www.procyclingstats.com/rider/mattia-pozzo,POZZO Mattia
14684,Yuya Akimaru,1991-06-01,Japan,,,https://www.procyclingstats.com/rider/yuya-akimaru,AKIMARU Yuya
14685,Giuseppe Fonzi,1991-08-02,Italy,63.0,1.8,https://www.procyclingstats.com/rider/giuseppe-fonzi,FONZI Giuseppe
14686,Daniel Paulus,1993-03-10,Austria,,,https://www.procyclingstats.com/rider/daniel-paulus,PAULUS Daniel
14687,Emanuele Sabatini,1995-06-14,Italy,,,https://www.procyclingstats.com/rider/emanuele-sabatini,SABATINI Emanuele
14688,Tomohiro Hayakawa,1990-01-02,Japan,,,https://www.procyclingstats.com/rider/tomohiro-hayakawa,HAYAKAWA Tomohiro
14689,Kenichi Sakakibara,1991-11-02,Japan,,,https://www.procyclingstats.com/rider/kenichi-sakakibara,SAKAKIBARA Kenichi
14690,Henry Frusto,1986-04-14,Italy,,,https://www.procyclingstats.com/rider/henry-frusto,FRUSTO Henry
14691,Alexander Zhdanov,1985-01-18,Russia,,,https://www.procyclingstats.com/rider/alexander-zhdanov,ZHDANOV Alexander
14692,Manuel Fedele,1986-10-03,Italy,,,https://www.procyclingstats.com/rider/manuel-fedele,FEDELE Manuel
14693,Davide D'Angelo,1982-08-20,Italy,,,https://www.procyclingstats.com/rider/davide-d-angelo,D'ANGELO Davide
14694,Eugenio Loria,1981-01-03,Italy,,,https://www.procyclingstats.com/rider/eugenio-loria,LORIA Eugenio
14695,Luca Zanasca,1983-08-23,Italy,,,https://www.procyclingstats.com/rider/luca-zanasca,ZANASCA Luca
14696,Žolt Der,1983-03-25,Hungary,,,https://www.procyclingstats.com/rider/zsolt-der,DER Žolt
14697,Daniele Di Nucci,1981-05-22,Italy,,,https://www.procyclingstats.com/rider/daniele-di-nucci,DI NUCCI Daniele
14698,Esad Hasanović,1985-01-24,Serbia,,,https://www.procyclingstats.com/rider/esad-hasanovic,HASANOVIĆ Esad
